datetime	FF	FX	N	P	T	TD	U	gasPower	hour	dayofweek	season
2017/3/2 14:00	11.09894588	16.34131018	7.641886171	1008.026045	7.756865423	2.325997514	68.10475289	0.245632822	14	3	1
2017/3/2 15:00	9.061429918	13.83301738	7.282192361	1008.743958	6.755125645	3.938884915	81.96181516	0.155199521	15	3	1
2017/3/2 16:00	8.167356839	13.17426178	7.278863924	1009.652678	8.218931414	3.379086084	70.98854112	0.089563632	16	3	1
2017/3/2 17:00	9.159021718	13.49454774	7.771833987	1010.999598	7.957180056	3.215477903	72.16111057	0.100108158	17	3	1
2017/3/2 18:00	7.462332093	11.05589107	7.415603939	1011.772969	8.169458268	3.585616692	72.83494404	0.173012165	18	3	1
2017/3/2 19:00	6.386122715	9.825497267	3.450587735	1012.41827	7.987016364	3.696304982	73.84509381	0.318697176	19	3	1
2017/3/2 20:00	5.700647541	8.404808392	3.434263524	1013.338433	7.111366381	3.084865503	74.55754951	0.250354067	20	3	1
2017/3/2 21:00	6.327652448	9.065077941	7.289539163	1013.839894	7.62337153	3.091228029	72.56489124	0.220717691	21	3	1
2017/3/2 22:00	7.580742485	10.6058807	7.093347663	1013.716092	7.251833873	2.80263089	72.46553568	0.200530792	22	3	1
2017/3/2 23:00	7.196325487	10.34697933	4.277029283	1013.728257	6.38909326	2.377925913	74.02287683	0.165873055	23	3	1
2017/3/3 0:00	6.568908933	9.632349039	1.725599181	1013.693434	6.257114555	2.220432458	74.3375069	0.196508528	0	4	1
2017/3/3 1:00	5.922829152	8.027641932	1.454519753	1013.745592	5.531168916	2.952021518	81.44568846	0.1437176	1	4	1
2017/3/3 2:00	5.06388305	7.01425986	1.330933778	1013.629328	5.25939515	2.859214287	82.4070566	0.156180014	2	4	1
2017/3/3 3:00	3.240739101	4.786091106	1.230712733	1013.163375	4.000642649	2.326167572	86.59032019	0.152710973	3	4	1
2017/3/3 4:00	3.059639657	4.292311998	1.149302946	1012.547866	3.916988588	2.436858393	87.83341096	0.153445869	4	4	1
2017/3/3 5:00	3.906427539	5.349302452	1.083039357	1011.216051	4.245351303	2.532689195	87.18753482	0.15162333	5	4	1
